ModelName,CPUUsage,RAMUsage,Temperature,Voltage,DiskUsage,FanSpeed,ProblemDetected
Samsung Surface 1504,15.77049627,71.83819963,64.72386129,19.55015538,48.16366672,2920,Overheating
Samsung Satellite 8647,4.649643262,96.60719577,76.18205965,15.72667964,75.17688415,3418,No Problem
Samsung Satellite 9539,59.1512193,10.65419849,61.29544524,15.62668578,72.53310551,4122,Disk Failure
Samsung Aspire 7967,91.91333068,39.91575779,61.03671143,14.81513178,50.53025123,4084,Memory Leak
Samsung Vaio 1173,47.77327135,39.36198469,93.52426716,13.81440141,15.3760441,1516,Memory Leak
Samsung Galaxy 9177,18.80585857,96.00815999,30.60974365,18.53510222,26.95178273,4723,Memory Leak
Samsung Inspiron 7033,55.43415046,89.51214382,85.86574996,13.59763039,47.00917138,1764,No Problem
Samsung ZenBook 5968,56.54069619,98.98616874,72.62357294,13.49295098,81.18191048,3672,Memory Leak
Samsung ThinkPad 8745,6.859728619,66.38960346,62.92822749,19.32898003,29.61735834,1443,Overheating
Samsung Vaio 4437,59.8719789,37.37648203,30.67486916,12.10502985,74.98340847,1536,Overheating
Samsung Satellite 1205,38.81577106,40.78957596,25.82217149,12.46277689,60.29900618,4432,Memory Leak
Samsung Satellite 8661,34.76882826,40.78556478,58.6244686,19.83630119,18.85296489,3337,Power Issue
Samsung Pavilion 1460,99.09953504,11.77284759,73.48243749,18.62254163,9.912314912,1897,Overheating
Samsung Surface 3821,64.68835635,72.76979978,64.78515451,16.52112832,51.60812326,3011,Memory Leak
Samsung Vaio 2967,77.69534192,33.32692429,31.8417575,14.52972654,63.16570144,4196,No Problem
Samsung Aspire 4128,7.993268593,12.16938942,79.3095398,16.05914538,38.32882308,3224,No Problem
Samsung Vaio 4212,58.58734494,63.87513475,80.99318315,14.70439399,81.16193815,3683,Memory Leak
Samsung ThinkPad 9663,20.55871822,74.45453268,84.73502331,19.71933685,51.13149189,1481,Overheating
Samsung ZenBook 5074,32.41928427,49.06763074,56.64942997,10.48299674,43.33981335,1186,Power Issue
Samsung ZenBook 2526,93.47313289,40.65867457,26.99279797,13.20222912,16.30582269,2319,Overheating
Samsung MacBook 9367,91.31508133,94.91347831,86.56809121,12.15453579,37.26380639,2303,Disk Failure
Samsung Aspire 6062,2.761509285,61.31506227,32.09025114,17.36017533,22.69705219,4265,Power Issue
Samsung ThinkPad 5706,98.27977357,83.28292616,82.06221893,14.40186713,5.967305965,4586,Overheating
Samsung Surface 4973,3.254737306,63.24960203,27.83251246,14.75764228,58.99590142,4186,No Problem
Samsung ThinkPad 3898,89.7091533,49.99908338,36.8598948,12.0254624,2.386653431,2930,Disk Failure
Samsung Surface 4850,14.03078058,96.19242183,40.13502605,19.97320978,83.91767577,1255,Overheating
Samsung MacBook 5948,3.625055292,49.27292936,51.58293177,10.14875899,61.50991206,1286,Disk Failure
Samsung Aspire 3272,44.29871515,74.59552405,93.18461846,15.86364287,3.553967828,3729,Disk Failure
Samsung Satellite 1726,53.63778546,48.98375548,72.40493726,15.67085362,95.71817445,4698,No Problem
Samsung MacBook 4905,80.53375082,49.78315559,79.40584578,11.35622624,75.33382579,3951,Overheating
Samsung Surface 7922,54.19341546,59.46592078,70.9713965,14.1793162,79.34278303,1935,Disk Failure
Samsung ZenBook 9546,52.48468538,95.24525594,40.0081265,14.2809249,78.60048638,1831,Overheating
Samsung Aspire 7318,28.5323248,19.56150519,89.96592316,12.27011368,47.98871695,4195,Memory Leak
Samsung Pavilion 9743,29.97343233,91.22651519,61.14074787,13.74561573,26.07424253,1778,Power Issue
Samsung ZenBook 3365,1.53608274,65.44085107,34.06278898,12.6894578,78.45089021,3229,Disk Failure
Samsung ThinkPad 9132,93.39266039,35.17943452,25.33380122,19.48111347,8.905885038,4724,Memory Leak
Samsung Aspire 7960,6.347403065,4.98586735,20.21877844,13.59452155,48.87303493,4922,Disk Failure
Samsung Pavilion 3262,64.53139226,13.94522654,57.20007471,19.73129499,45.75603481,1950,Power Issue
Samsung Satellite 9529,70.82747817,38.1046602,60.66663816,12.02225303,72.34907721,1904,Power Issue
Samsung Pavilion 6750,2.458185153,93.10700643,68.71339859,14.30853122,51.04099928,3502,Disk Failure
Samsung Surface 7390,99.39507023,17.07184561,73.64819012,18.6860032,78.14867935,4617,Power Issue
Samsung ThinkPad 2548,50.43945342,74.75001396,70.26633218,17.38062202,1.21166637,4169,Disk Failure
Samsung ZenBook 9557,33.17252068,68.06850945,43.49836434,15.770553,62.61807574,2976,Memory Leak
Samsung Inspiron 2069,99.15484514,51.39940693,42.43889584,15.46152193,61.76041925,3479,No Problem
Samsung Galaxy 9149,11.4124193,20.72913189,27.83817771,19.31863198,36.61641768,3521,Overheating
Samsung Galaxy 5446,57.65665803,63.25289258,45.97635412,11.35296211,13.77076173,2127,Disk Failure
Samsung Galaxy 6898,19.28344756,14.47636167,64.83904579,18.57391137,25.03847262,4568,Memory Leak
Samsung Inspiron 9987,52.39962869,15.24313528,26.36856739,10.95061885,61.764781,1913,No Problem
Samsung Pavilion 7487,57.26700534,39.25499279,54.46274785,11.05740009,98.64639447,4600,No Problem
Samsung Pavilion 1779,24.18619085,36.16307948,67.9124265,19.49006466,92.60427266,1662,Overheating
Samsung Satellite 1816,89.10493584,14.19658601,22.3766238,17.65838648,84.92705711,3840,No Problem
Samsung Galaxy 3178,18.6616323,12.15048579,70.11419586,10.77068378,3.796583243,4107,No Problem
Samsung Galaxy 7329,85.60961686,7.422441216,52.34481899,19.08488195,94.43101283,2084,No Problem
Samsung Vaio 3790,56.05637774,14.84682609,76.88899139,16.74234577,85.80453913,4433,Disk Failure
Samsung Aspire 2591,23.78310883,64.80465576,22.75299861,11.97050827,1.116356176,1539,No Problem
Samsung Galaxy 9269,17.19058738,96.29730231,82.93822017,13.98465578,36.59342861,2198,Memory Leak
Samsung Inspiron 2997,42.09051305,72.60557139,35.15753644,13.95023167,87.20578393,1572,Disk Failure
Samsung ThinkPad 4160,5.945477241,46.78752039,56.63664804,18.35022765,49.78638828,4629,Overheating
Samsung ZenBook 7835,88.31682963,41.88181689,99.72215782,10.4955111,38.25252545,2735,Memory Leak
Samsung MacBook 6704,48.97215093,5.055271302,73.69156563,13.86998671,73.63871996,4741,Memory Leak
Samsung Inspiron 8216,19.61303392,56.34588095,81.75511095,16.75054782,53.21221511,3191,Disk Failure
Samsung Vaio 2368,58.22266377,49.21041004,83.44726707,16.10341182,52.15138967,3422,No Problem
Samsung Pavilion 9340,12.66157912,42.94789814,38.71294116,10.87734441,6.058487367,4395,Overheating
Samsung Satellite 6959,71.9249643,15.19612832,26.81158884,11.37285247,36.07261547,4303,No Problem
Samsung Surface 1392,78.46469029,63.09950675,81.73205081,12.88530503,60.00649833,4900,Overheating
Samsung Aspire 1715,18.86992326,56.77136234,30.5114866,17.30001778,57.69433556,3662,Memory Leak
Samsung Aspire 8984,66.08838379,16.93307355,41.45966534,13.72960252,11.93282127,1393,Disk Failure
Samsung Vaio 6856,78.38942271,88.96493326,83.89092259,12.69212717,26.49221238,3019,Overheating
Samsung Vaio 1306,41.65228968,20.00106154,45.08694041,18.49407969,90.73690476,2284,Power Issue
Samsung Satellite 9984,28.33717949,72.28246437,37.14629148,10.76858759,72.78171218,2311,No Problem
Samsung MacBook 6981,41.52038648,69.2887455,70.15221173,16.27853632,99.15662982,3660,No Problem
Samsung ZenBook 2766,89.31924696,75.16374887,29.04533215,16.67500108,15.96943543,1746,Disk Failure
Samsung Vaio 1259,89.1198849,76.47842834,94.55870088,17.33603769,3.661188888,3830,Overheating
Samsung Vaio 4091,81.60893381,48.02167396,48.83541395,12.9357113,55.27935487,4276,Disk Failure
Samsung Satellite 8990,91.18828474,29.34323993,35.67372522,11.8997986,94.08377774,3896,Power Issue
Samsung Vaio 9062,18.46027357,81.83649742,48.04425174,12.8247346,58.9776082,4458,Memory Leak
Samsung Vaio 8893,81.27087927,63.33134886,43.70006164,12.8434107,72.28592226,4440,Overheating
Samsung Pavilion 9475,12.7380878,64.51180296,62.45163322,19.6637249,60.99750276,1100,Disk Failure
Samsung Inspiron 7832,2.724666953,92.54203159,52.72132727,16.97751053,89.16324792,1261,No Problem
Samsung Surface 6723,99.63045498,53.63196894,73.64565299,14.61186858,21.06063241,4685,No Problem
Samsung Galaxy 9166,78.7567059,81.98189231,45.03878109,13.53431329,74.21985203,3118,Memory Leak
Samsung Pavilion 1757,67.37851959,63.44293858,21.70487688,15.38418928,22.37530798,4637,Memory Leak
Samsung Inspiron 4889,89.42432229,46.74364704,78.53592142,11.05816666,29.36575359,1397,Disk Failure
Sony Vaio 5640,68.8428845,22.36262404,44.05908169,19.06160918,50.34133549,1586,Overheating
Sony Pavilion 6969,15.37930298,78.77053242,98.5406172,15.62796737,74.89185941,1003,Power Issue
Sony Pavilion 6819,54.74995981,65.74771439,72.40404787,15.95054011,54.5112539,3311,Memory Leak
Sony Pavilion 6280,71.46912425,3.70583652,60.72362685,10.8574318,85.0915655,2285,Disk Failure
Sony Vaio 8681,52.20161595,93.07401231,97.19592026,17.79254399,70.37826232,2853,Memory Leak
Sony Inspiron 5492,58.05095122,18.12403307,76.59275026,14.21176959,11.02922175,4018,Overheating
Sony Vaio 3232,33.14267286,29.97666162,35.07313636,19.9736764,32.38152147,2716,Power Issue
Sony ZenBook 2158,56.4810803,75.56583556,55.28239199,19.78212885,69.38180396,2717,Memory Leak
Sony Vaio 7185,12.98222453,86.21516699,66.24077387,14.06453282,12.86254742,4321,Disk Failure
Sony MacBook 5766,63.13669442,54.00586717,38.5864533,17.49646574,55.27490823,1546,No Problem
Sony Vaio 1990,97.41696804,0.404679294,91.46720859,19.54141961,51.13965432,3520,Overheating
Sony ZenBook 1084,39.22209899,0.928672449,73.5356238,12.42741079,19.87670791,2940,Memory Leak
Sony Pavilion 2688,87.68863501,13.63227774,62.57010554,14.95359591,90.26519612,1944,Power Issue
Sony Galaxy 1395,72.79372801,46.73394676,30.41445173,11.64307994,65.38743708,4867,Disk Failure
Sony ThinkPad 9047,92.05427444,34.1313174,63.7795008,13.36699941,45.6512254,2055,Power Issue
Sony Pavilion 8074,43.58511236,45.42591578,58.76938892,12.14208977,37.73186882,2077,Disk Failure
Sony ThinkPad 3267,58.7639373,18.57299074,78.74717953,13.80068845,20.94942255,3663,Disk Failure
Sony Surface 8148,98.99816654,47.56808157,51.56843728,13.73873998,45.10721011,4636,Overheating
Sony Aspire 3716,28.5743611,45.04556861,72.25492464,16.79948613,36.97110077,2930,Power Issue
Sony Surface 7646,34.08307358,95.96403444,26.77210618,13.98748748,77.19581227,4941,Memory Leak
Sony Galaxy 9388,28.02585411,13.08602358,68.24076228,14.07911935,63.33869009,1550,Memory Leak
Sony Satellite 4372,52.71541336,77.90791091,26.58947511,14.72645077,95.11883984,2098,Power Issue
Sony Aspire 5135,48.25844348,81.31578398,75.89434831,18.58936504,57.04826651,1276,Power Issue
Sony ZenBook 9160,76.34434702,19.56847469,68.57052741,11.25611775,64.10373423,2405,Memory Leak
Sony ThinkPad 9255,50.55963745,1.26732463,46.51483726,19.82079653,65.14875314,2642,No Problem
Sony Pavilion 5071,26.13545131,78.78620341,63.47859713,16.52744324,62.95356323,1235,Memory Leak
Sony Surface 4624,11.09955994,74.6404137,48.20054258,15.80994235,76.56871141,3779,Overheating
Sony Galaxy 9444,95.74466115,50.75328557,27.37223356,18.92436737,29.60919119,1921,No Problem
Sony ThinkPad 1475,97.96773328,90.92425188,29.7388683,15.55159297,79.81690946,4720,Disk Failure
Sony Inspiron 5615,43.27831711,34.94206309,91.30541164,19.03486041,67.40526587,2996,No Problem
Sony ThinkPad 3020,91.34431223,35.96128115,65.57221427,17.91240143,25.87786235,2395,Disk Failure
Sony Satellite 3171,98.32575992,61.72530719,54.88167333,14.81748816,1.069637423,2433,Overheating
Sony Pavilion 2277,21.10822104,43.41285774,31.09849804,16.16917773,18.05379418,2901,Power Issue
Sony Inspiron 6767,90.08080233,66.37476348,80.69166024,12.57095117,34.29187234,4225,Disk Failure
Sony ThinkPad 2835,7.923070283,39.62221827,83.03939139,15.58355044,3.179382981,2893,Memory Leak
Sony MacBook 6985,7.016863691,98.15900882,95.17871127,15.9916205,92.36558381,3942,Power Issue
Sony Surface 5623,67.0105506,2.666167015,40.69845704,10.8762649,39.73655485,2811,Disk Failure
Sony Galaxy 2884,35.16088023,40.5330144,25.25086688,13.98851758,86.78896839,4332,Power Issue
Sony Pavilion 2888,88.94653191,57.58196864,76.5019164,17.7771713,84.49087714,3714,Disk Failure
Sony MacBook 7623,90.96639885,29.52371642,42.8968961,17.53690593,61.3944607,2720,Memory Leak
Sony ThinkPad 5753,74.48960817,21.50011903,25.40874366,16.06708726,90.77511735,3025,No Problem
Sony Aspire 1987,81.09028174,84.48153689,76.57272719,11.9280816,28.29399729,2497,Power Issue
Sony ZenBook 8630,9.242989427,82.12929855,62.76395361,19.13759511,6.915199506,2254,Memory Leak
Sony Satellite 9313,53.93333269,97.63289055,49.21641695,19.52182774,67.19853035,2827,Overheating
Sony Inspiron 1653,30.79790329,81.08211741,92.54125176,12.0790634,30.77994664,2848,No Problem
Sony Pavilion 5999,63.20528614,98.40350367,69.05834517,17.39007438,92.92931848,4962,Overheating
Sony Galaxy 6900,15.92371912,91.38492337,24.98740453,15.96140368,90.91467637,1020,Memory Leak
Sony Surface 8404,0.004005976,82.78903373,75.13983193,13.84818229,71.03251279,4928,No Problem
Sony Surface 9871,67.93098427,38.49661747,33.29025555,11.11161749,95.83586889,4491,No Problem
Sony Satellite 7638,3.21860018,53.98570883,54.95629168,13.097056,23.08914264,3127,Power Issue
Sony Inspiron 8408,3.955312385,31.11677594,28.89276784,17.03230413,71.69682801,1631,No Problem
Sony Surface 5683,30.58519264,74.04581717,41.82824116,19.63421656,77.47527161,1118,Overheating
Sony Pavilion 2301,96.08447363,20.46211258,63.87423117,18.97607516,29.90656684,2678,Power Issue
Sony Inspiron 3672,4.401940564,11.52782606,28.80537326,15.71823535,68.97854271,3847,Overheating
Sony Galaxy 4764,46.33212145,38.77440602,84.57141669,10.49241599,30.63954537,3065,Power Issue
Sony Inspiron 5903,38.89536196,14.78686753,40.69336113,11.35775939,43.7392945,1043,Power Issue
Sony Inspiron 7654,78.93127388,37.38901077,76.8868943,19.14346111,89.64902706,3013,Power Issue
Sony Aspire 3177,39.34815337,55.56543609,27.16608005,17.56273456,76.54736286,2075,Memory Leak
Sony Satellite 4122,13.21555332,89.70141549,27.10246755,15.5297661,62.58436375,4660,No Problem
Sony ThinkPad 3831,1.861141998,94.84529239,87.09770923,17.1208569,81.59370676,3542,No Problem
Sony Galaxy 6900,62.99667644,6.817765929,98.55697764,17.68039499,45.99359002,1032,No Problem
Sony Vaio 2014,29.99837235,20.79620231,25.6058935,19.09288885,56.45627017,1852,Overheating
Sony Vaio 4466,28.51141355,36.12370205,20.90322095,18.48465283,49.09482799,2347,Memory Leak
Sony Galaxy 3259,34.26029784,38.28300411,81.78453473,15.28787776,16.5971015,2541,No Problem
Sony Aspire 1427,88.41095409,44.10035768,85.36007536,12.95803759,80.65285205,1387,Disk Failure
Sony Inspiron 5748,83.08861918,37.10968906,33.03639064,18.13397901,46.07614652,4283,Memory Leak
Sony Surface 4303,66.10760246,36.05549295,91.87455658,17.72108729,4.037187405,4655,Power Issue
Sony Surface 5221,27.93734803,59.24306597,36.14919637,15.31999885,7.806379987,3426,Disk Failure
Sony ThinkPad 7685,43.00381014,36.72041978,34.10102671,13.68808858,99.68503334,4036,Overheating
Sony Inspiron 2066,44.41499389,28.68003988,79.59557624,12.9936585,77.62858812,2146,Memory Leak
Sony Vaio 2950,65.89364335,83.29802986,55.09779175,17.22075528,76.01268187,1703,No Problem
Sony ZenBook 9657,54.79971669,65.96648686,85.37995478,17.81547199,8.963888796,4089,Overheating
Sony Satellite 6789,68.69576693,64.75787156,62.45160168,11.17594473,55.31130224,4226,Memory Leak
Sony Inspiron 4675,31.76317552,95.3824341,42.75575737,17.36372782,58.21668172,4936,Memory Leak
Sony Inspiron 9769,46.60296171,40.41827931,67.89671657,16.99574611,69.08660038,2055,Overheating
Sony Pavilion 9108,19.11551289,11.71235289,80.57979065,19.18531679,33.55574732,2800,No Problem
Sony Inspiron 1169,47.91029776,4.064281528,57.41784136,12.49808101,32.14519311,2763,No Problem
Sony Inspiron 8501,57.29721625,27.44361323,41.76868111,13.50222371,32.22569448,3999,Memory Leak
Sony Satellite 2720,8.875665835,76.50001128,82.66690466,18.00126667,51.72318562,1341,Overheating
Sony Vaio 8013,5.716651507,18.11922777,28.7769205,13.1238803,48.51973723,2836,No Problem
Sony Surface 7192,26.16804147,99.83669822,69.16722866,18.1016595,85.67022956,1498,Power Issue
Sony Surface 9473,15.00773855,67.90349944,63.25070243,16.58539719,80.03931649,3618,Power Issue
Sony Galaxy 6119,48.60701402,71.21174107,29.33578783,16.60950284,59.94464966,1031,Memory Leak
Sony Aspire 5900,74.58914747,61.58998606,41.19900873,12.06334777,68.9789527,4862,Power Issue
Sony Pavilion 7398,75.14114986,41.2786412,26.77789021,10.18238809,12.69566838,1701,No Problem
Sony Galaxy 8345,89.1664374,17.15798625,92.03594957,10.50330114,51.33314356,1404,Disk Failure
Sony ThinkPad 7597,88.160114,46.83285796,93.40904256,17.79152366,47.05300743,2869,Disk Failure
Sony Galaxy 9333,69.5678461,71.31950202,71.38422049,13.0259898,18.75036893,3345,Power Issue
Sony MacBook 8782,3.779240718,81.11960409,48.90327224,16.38924897,15.06689608,4308,No Problem
Sony Galaxy 3192,44.60163261,36.61136126,71.15023968,15.33364774,77.8428935,4196,Overheating
Sony ZenBook 3629,64.05520611,96.52489928,49.41697277,10.59613763,92.87460832,3666,Disk Failure
Sony Surface 1633,88.92062029,92.10910733,80.52645702,12.20164931,59.0167489,1714,Overheating
Sony MacBook 5925,65.39444147,13.25860792,96.5174287,14.87291811,67.78401393,3213,Power Issue
Sony Surface 7744,71.3714332,59.35400363,89.07379445,14.83684264,42.23400008,1060,Overheating
Sony Surface 6068,19.42106398,46.21009977,46.89259713,15.64584332,45.44438228,2354,Disk Failure
Sony Satellite 1055,64.73221173,75.21093089,33.14857092,18.27179308,44.35956878,2051,Memory Leak
Sony Aspire 8906,85.9391866,71.54746792,43.06272355,13.1118412,14.7905977,1647,Memory Leak
Sony Pavilion 4577,6.330289602,56.15341323,63.18903824,19.66157712,87.50536552,3024,Overheating
Sony Inspiron 1274,84.99281399,54.82042711,23.31010442,14.66017247,34.02251326,2819,Power Issue
Sony Pavilion 9926,21.38329094,73.54084177,90.24820918,15.67882732,4.285926274,3451,Memory Leak
Sony MacBook 9988,77.64885869,17.29679744,43.50937008,13.75123702,16.64776206,1361,Disk Failure
Sony Surface 3520,41.05332687,33.85343507,80.66140448,16.23751979,64.60788786,4369,No Problem
Sony Vaio 8592,58.11949946,99.42320242,55.60880526,19.14361975,51.612747,2227,Power Issue
Sony Vaio 1119,87.59492575,47.45151061,72.54479079,10.58204827,81.6293831,2822,Overheating
Sony Vaio 1955,60.30577931,27.28587687,43.21858155,11.17487286,4.863806675,4966,No Problem
Sony Vaio 1441,40.18600453,29.59150956,69.53452166,14.44519534,1.821362313,3105,Disk Failure
Sony Inspiron 2189,41.09470176,78.59087261,29.25070575,11.29176077,54.19726186,4212,Overheating
Sony Vaio 3583,80.09416566,99.13773214,46.34728759,13.26139796,71.83540219,4946,Power Issue
Sony Satellite 9930,30.52491046,55.40331983,71.62427302,13.57853622,83.35479954,2763,Memory Leak
Sony MacBook 1864,64.25298709,22.95745979,83.87385661,18.18449895,6.897017088,1618,Disk Failure
Sony ThinkPad 1588,51.96653935,40.50561408,25.68277058,19.42167402,56.51546123,3403,No Problem
Sony Pavilion 5233,56.29312624,77.56992077,94.58531063,18.99102045,99.79217623,1406,No Problem
Sony ZenBook 7406,94.63312535,10.59060418,97.2498563,10.33495215,65.03262401,3299,No Problem
Sony Surface 6642,69.10509208,14.67861457,88.54634478,17.75309116,42.05066974,4735,Overheating
Sony Aspire 9345,58.73288156,26.65401967,51.5201232,17.16504623,52.63976036,2919,Power Issue
Sony Satellite 6444,36.15197506,56.83948481,60.55774595,11.21352718,20.55087555,2811,No Problem
Sony ThinkPad 6815,43.28248813,63.02186064,54.86412758,15.03922305,94.88650091,1492,Power Issue
Sony Inspiron 4575,24.65656668,31.10819043,30.66600993,19.46051418,66.91536481,3916,Power Issue
Sony Aspire 6677,31.62371305,22.18721601,61.72541097,11.13915128,15.78946525,4861,Overheating
Sony Surface 5592,62.35046251,79.5960195,47.86520745,19.54378289,14.66574636,4322,Overheating
Sony Vaio 8597,21.90288004,24.12593703,96.18685898,17.47523732,92.48564526,1310,Power Issue
Sony Satellite 9891,22.33270345,27.1705339,68.81771552,11.50953474,68.29600522,4774,No Problem
Sony Inspiron 1775,76.72992418,26.94468875,54.80994385,18.3295563,44.13399999,4497,Disk Failure
Sony ZenBook 3342,8.548365936,27.31533891,89.1234367,11.64183626,2.258660508,4876,Power Issue
Sony Aspire 2499,66.59057578,10.93524195,63.24149623,14.87826747,6.610354051,3616,Memory Leak
Sony Pavilion 1264,15.44059274,59.66493026,93.51075027,19.37763573,39.2290985,2902,Disk Failure
Sony Aspire 3750,60.53858211,69.32402112,88.11348102,16.1359888,51.22616788,2882,No Problem
Sony Pavilion 3238,96.76635406,11.09739483,28.91371062,10.0529566,91.86239649,1612,Power Issue
Sony Inspiron 3092,49.79805378,21.96425052,51.36795269,13.27107277,91.77731883,4449,Power Issue
Sony Aspire 4379,83.60421812,36.04970451,97.5569502,13.83983159,51.23600551,2287,Overheating
Sony ZenBook 3545,39.45583209,6.652315878,34.64257996,16.99569669,69.46753553,2595,Power Issue
Sony Satellite 6344,72.64020024,11.5758647,60.36355583,10.59194662,93.05834318,2623,Overheating
Sony Inspiron 8061,41.50298183,29.46058737,95.41157261,17.06279978,69.12714357,4812,Memory Leak
Sony Pavilion 1248,22.54092039,33.86097163,72.96122375,10.06763175,35.29032951,3390,Memory Leak
Sony MacBook 1868,60.95440731,51.20386053,54.60065382,11.35832605,80.17030732,4464,No Problem
Sony Galaxy 1352,97.46388598,71.71585621,48.05066577,11.97469382,72.06403837,1320,Memory Leak
Sony Inspiron 7739,14.37778754,44.61194871,21.81186198,16.99621097,3.560974231,3820,Overheating
Sony Galaxy 7241,54.75429249,70.4150425,66.95802563,10.95617292,49.60807093,1435,No Problem
Sony Satellite 7044,78.87056687,71.13036767,53.32251536,12.96784532,44.61601142,2055,Disk Failure
Sony Pavilion 9025,41.75535105,65.45285658,40.69416726,10.1748765,94.20608407,3364,Disk Failure
Sony ThinkPad 7992,83.27305049,15.22664304,21.73496769,13.49674662,34.21179323,2374,Overheating
Sony Inspiron 4774,68.58323693,49.97361117,33.04606056,10.42355948,13.54554306,3084,Overheating
Sony ThinkPad 2132,12.37405266,65.86615731,93.76203872,15.65651334,71.68965445,1967,Disk Failure
Sony Pavilion 7791,5.99999008,23.79112833,77.3339653,18.70005179,58.85493808,3205,Memory Leak
Sony Satellite 1050,58.60377033,22.70565272,68.48215326,17.3952179,28.68776015,3513,Power Issue
Sony Surface 2617,66.6160042,96.59221154,53.61377822,17.7082855,50.20123373,4561,Memory Leak
Sony Galaxy 5094,99.08172546,96.41942158,93.16628774,19.48197554,58.10559139,2909,Power Issue
Sony Satellite 5816,6.495765687,97.98542789,44.60604045,15.82189275,67.86536804,3989,No Problem
Sony Inspiron 2489,71.90016657,19.11310772,90.48838185,15.39295786,26.5205957,1476,Power Issue
Sony Vaio 6933,45.52318144,49.84449601,33.79539223,15.2371152,27.780647,2568,Power Issue
Sony ThinkPad 1895,16.25043021,25.65956222,39.03679656,19.20384272,71.89676742,1578,Disk Failure
Sony MacBook 9562,30.31337763,48.80753354,86.05760106,10.11803999,32.68597935,2549,Disk Failure
Sony ThinkPad 5930,22.35236142,19.6155622,37.36902466,16.7609527,88.50187944,4690,Power Issue
Sony Pavilion 2321,74.83785577,88.63767158,37.00150659,13.57666167,18.59907708,4135,Disk Failure
Sony Pavilion 7452,31.34347489,68.08469437,20.88976996,15.55948677,62.16565307,3399,Disk Failure
Sony Pavilion 8563,79.01512563,13.38712906,35.02773801,10.45502192,50.24637538,4608,Memory Leak
Sony Satellite 9314,67.25951546,25.12015985,62.32615526,17.08116461,79.03165907,4917,Overheating
Sony Satellite 8129,16.2509113,90.81587609,83.30230948,14.30597098,77.78087234,3660,Disk Failure
Sony Vaio 1002,46.52672833,96.50991991,28.65324333,14.082252,96.00948244,4983,Overheating
Sony Vaio 5084,10.72786589,40.61285023,37.49988683,16.68731506,64.77295691,4112,Overheating
Sony Satellite 9936,71.84300287,88.41880889,51.13466083,13.05678688,32.19808799,4573,No Problem
Sony Inspiron 1030,52.5740742,21.86078377,70.95788005,16.38147661,92.87176055,3156,Power Issue
Sony Galaxy 8854,33.68037398,50.8233435,83.29097344,18.48631554,72.15719182,2467,No Problem
Sony ThinkPad 7566,20.88802591,72.51267378,28.92760239,18.38781553,36.62692985,4745,Memory Leak
Sony Aspire 8382,96.20752382,61.70769358,60.47697782,16.83182148,9.795616859,1568,Memory Leak
Sony ThinkPad 7077,13.18043452,8.808737954,46.78932889,14.60507184,9.640433726,1848,Overheating
Sony Aspire 8447,28.59414577,17.5733456,64.72913978,16.01749753,8.609328662,3700,Memory Leak
Sony Aspire 1230,32.04575884,55.85314341,73.09363642,10.87948763,74.62903423,4318,Disk Failure
Sony Aspire 4834,38.68566286,12.89739409,20.59200821,11.80726258,84.48570578,2602,Memory Leak
Sony Vaio 4921,71.58794664,92.74551752,29.00547984,16.09791613,71.61826176,3400,No Problem
Sony ZenBook 2653,84.98653958,65.78218746,56.80740853,12.47164425,59.36793974,3748,No Problem
Sony Galaxy 3968,27.76333782,40.11447389,42.38646201,15.98563879,9.321923422,3725,No Problem
Sony Vaio 5653,17.59371085,52.45333747,88.56002817,17.7554147,86.15911975,1995,Overheating
Sony ZenBook 5426,14.68013803,36.69734585,59.7167073,19.91199956,8.516370642,2798,Power Issue
Sony ThinkPad 2331,80.88056411,95.2875555,39.48170133,16.42869058,50.27533659,1497,Disk Failure
Sony ThinkPad 1748,77.525908,58.987304,23.05903899,15.71379538,88.21836298,1052,Memory Leak
Sony Satellite 1712,55.39144366,37.65249848,34.58350992,15.81160857,48.71903995,4272,No Problem
Sony MacBook 5637,45.13643214,43.27546879,49.93811651,12.36908035,81.95009682,1315,Memory Leak
Sony Pavilion 8425,65.28991732,53.92765895,61.85807464,13.4676313,11.7707233,1702,Disk Failure
Sony ThinkPad 6125,33.38553714,50.14888105,74.62333166,16.32629047,4.659718544,1833,Memory Leak
Sony Galaxy 4728,6.314470099,18.66819318,95.03573477,17.35164519,83.71256235,1825,No Problem
Sony MacBook 5895,34.92601567,9.740004795,73.04277195,15.3385001,15.20855903,3129,Power Issue
Sony Pavilion 4530,77.85037556,11.12449063,24.399852,19.85575858,30.13973416,4186,Overheating
Sony ZenBook 4454,91.96779937,53.65172255,33.89954388,11.03737114,89.84936004,1797,Disk Failure
Sony Inspiron 3452,16.35636431,10.5574473,86.74374439,14.31480201,52.19332513,4280,Overheating
Sony ZenBook 5353,10.7876616,90.83533439,57.92182513,13.87013637,82.70365749,1701,Disk Failure
Sony Aspire 7481,66.85450203,78.40954138,20.87450869,18.88035839,41.7497967,2160,Overheating
Sony Pavilion 1745,46.6221194,53.34782655,39.16107839,16.06664235,55.00628296,1408,Power Issue
Sony Satellite 3031,39.788422,55.03733389,52.75756401,11.907832,85.95763334,4465,Memory Leak
Sony Pavilion 4239,36.13920401,19.22047835,25.06261565,17.36412804,47.33081664,2092,Power Issue
Sony ZenBook 3773,83.08898253,8.703799971,83.34306267,18.61498864,35.578328,2611,Memory Leak
